event_id,match_id,period,minute,team_id,player_id,position_name,outcome_name,is_complete,loc_x,loc_y
a2f6253b-65f7-4b6c-b3a2-b301c0732b2c,3857272,2,86,768,3318,Right Wing,Complete,1,96.8,33.4
5d73206f-89db-48a0-b0f2-7c1b9ee25047,3857272,2,89,1839,18242,Left Center Back,Complete,1,26.7,17.3
2c5c0526-2e4f-4421-93a5-1a566e766b1f,3857278,1,0,797,5235,Right Back,Complete,1,81.1,76.1
ffc978a9-e202-414c-80bc-9d1ff3e74a0a,3857278,1,1,1839,8246,Left Wing,Incomplete,0,92.7,38.9
ed15bdcb-d161-4d79-b710-d39972fb81e4,3857278,1,3,1839,38792,Right Center Midfield,Complete,1,112.1,72.5
d355639e-223b-4ab3-bf0e-22107cfaedca,3857278,1,11,1839,4614,Left Back,Complete,1,100.4,11.3
000809cd-2b3b-496b-849a-a21fe2e6c5c7,3857278,1,13,797,124167,Right Defensive Midfield,Complete,1,18.9,63.2
7919613e-d33b-4b64-aa16-1e207ad4f378,3857278,1,14,797,5720,Left Back,Complete,1,75.4,1.6
dc1046e9-e245-4ca9-b329-2808dd087e9a,3857278,1,16,1839,38792,Right Center Midfield,Incomplete,0,75.1,42.7
58752d4f-b37a-4269-9216-613cc9324072,3857278,1,17,1839,8526,Left Center Midfield,Incomplete,0,94.8,31.8
1953b4e9-086d-4865-8022-0dafeb066a40,3857278,1,21,797,23874,Right Midfield,Complete,1,31.5,75.7
5f8a63eb-292b-4a1f-9140-f2051b3a3997,3857278,1,21,1839,21881,Right Back,Incomplete,0,63.4,63.5
b27e89e7-de55-420a-8c9e-38f2b23cc210,3857278,1,24,1839,22168,Center Forward,Complete,1,94.2,35.7
e556bb04-fa05-4639-ae7b-b2443a088f00,3857278,1,27,1839,8246,Left Wing,Complete,1,75.8,20.9
d65ae046-2b20-4f79-809c-bfdbfcc29389,3857278,1,29,1839,4614,Left Back,Complete,1,111.9,15.8
af91339e-f3d2-44ae-901b-34ae279358c5,3857278,1,30,797,124167,Right Center Midfield,Incomplete,0,97.8,47.0
